ID,Career Path,Field,Specialization,Required Skills
CP0487,Finance - Financial Advisor,Finance,Financial Advisor,"Due Diligence, Forecasting, Quantitative Analysis, Series 7, Hedge Funds, Valuation, Financial Analysis, FINRA, Wealth Management, Tax Planning, Series 63, Insurance Planning, GAAP, Retirement Planning, Portfolio Management, Capital Markets, Regulatory Compliance, Loan Underwriting, Financial Statements"
CP0488,Finance - Quantitative Analyst,Finance,Quantitative Analyst,"Risk Assessment, Wealth Management, Derivatives, Series 63, Budgeting, Mergers & Acquisitions, VBA, FINRA, Equity Research, Due Diligence"
CP0489,Computer Science - AI Research Scientist,Computer Science,AI Research Scientist,"Hadoop, PyTorch, HTML, Ethical Hacking, AWS, Computer Vision, Sketch, Blockchain, Git, Android, NoSQL, C#, Python, System Design, Game Development, JavaScript, CI/CD, UX Design"
CP0490,Healthcare - Physician,Healthcare,Physician,"Healthcare IT, Patient Care, Laboratory Procedures, Geriatrics, Oncology, Infection Control, Mental Health, Medical Research, Epidemiology, Public Health, Healthcare Regulations, Healthcare Management, Treatment Planning, Medical Records, Wound Care"
CP0491,Healthcare - Physical Therapist,Healthcare,Physical Therapist,"Radiology, Patient Care, Anatomy, Rehabilitation, Pharmacology, Care Planning, Nutrition, Cardiology, Oncology, Geriatrics, Patient Education, Pathology"
CP0492,Finance - Portfolio Manager,Finance,Portfolio Manager,"Quantitative Analysis, STATA, GAAP, Forecasting, Capital Markets, FINRA, Financial Modeling, Hedge Funds, Private Equity, Regulatory Compliance, Equity Research, Algorithmic Trading"
CP0493,Computer Science - DevOps Engineer,Computer Science,DevOps Engineer,"System Design, GraphQL, AR/VR, PyTorch, React.js, Hadoop, Responsive Design, Figma, Data Analysis, Swift, Java, RESTful APIs, Windows Server, CSS, Python, Computer Vision, HTML"
CP0494,Computer Science - Game Developer,Computer Science,Game Developer,"Computer Vision, Python, PyTorch, Scikit-learn, iOS, Git, Node.js, Agile, Game Development, Windows Server, Microservices, Scrum"
CP0495,Finance - Portfolio Manager,Finance,Portfolio Manager,"Insurance Planning, Excel, STATA, Algorithmic Trading, Wealth Management, Financial Analysis, Series 7, Financial Statements, GAAP, Credit Analysis, SAS, Mergers & Acquisitions, Derivatives, Retirement Planning, IPOs"
CP0496,Marketing - SEO Specialist,Marketing,SEO Specialist,"Growth Hacking, Google Ads, Hootsuite, Photoshop, Marketing Automation, Adobe Creative Suite, Public Relations, Press Releases, Brand Management, Facebook Ads, A/B Testing, WordPress, Affiliate Marketing, Content Marketing, SEO, CRM, Content Creation, Marketing Metrics"
CP0497,Finance - Portfolio Manager,Finance,Portfolio Manager,"Series 63, R Programming, Bloomberg Terminal, Retirement Planning, Quantitative Analysis, Estate Planning, Equity Research, SAS, IPOs, Accounting, Forecasting, GAAP, Valuation, Credit Analysis, Investment Management, Mergers & Acquisitions, Risk Assessment, Portfolio Management"
CP0498,Healthcare - Healthcare Administrator,Healthcare,Healthcare Administrator,"Electronic Health Records, Medical Billing, Oncology, CPT Codes, Radiology, Anatomy, Geriatrics, Health Policy, ICD-10, Laboratory Procedures"
CP0499,Finance - Investment Banker,Finance,Investment Banker,"Portfolio Management, IPOs, SAS, Wealth Management, Python for Finance, Derivatives, VBA, Insurance Planning, Excel, Risk Assessment, Regulatory Compliance, Estate Planning, Equity Research, Due Diligence"
CP0500,Finance - Investment Banker,Finance,Investment Banker,"VBA, SAS, Financial Analysis, STATA, Financial Modeling, Derivatives, Investment Management, IPOs, Bloomberg Terminal, Hedge Funds, R Programming, Risk Assessment, CFA, Retirement Planning, Private Equity, Equity Research, Estate Planning, Tax Planning, Loan Underwriting, Excel"
CP0501,Marketing - Growth Hacker,Marketing,Growth Hacker,"Content Marketing, Canva, Marketing Analytics, Event Marketing, Google Ads, Marketing Strategy, CRM, SEO, Marketo, Copywriting, Customer Segmentation, Google Analytics, Digital Marketing"
CP0502,Computer Science - Game Developer,Computer Science,Game Developer,"Data Analysis, Swift, Web Development, Cybersecurity, GraphQL, Game Development, Node.js, Networking, Cloud Computing, Django, CSS, Functional Programming, C#, Test-Driven Development, Java, Agile, Angular, Windows Server, SQL"
CP0503,Healthcare - Registered Nurse,Healthcare,Registered Nurse,"Physiology, Medical Records, Orthopedics, Clinical Experience, HIPAA, Neurology, Pediatrics, CPT Codes, Healthcare Management, Medical Terminology, Medical Research, Healthcare IT, Geriatrics, Clinical Trials, Medical Diagnosis, Public Health, Wound Care"
CP0504,Finance - Risk Manager,Finance,Risk Manager,"Portfolio Management, Fixed Income, Excel, Regulatory Compliance, Wealth Management, Financial Analysis, Retirement Planning, Investment Management, Series 7, FINRA, Insurance Planning, R Programming, Derivatives, Estate Planning, SAS, Hedge Funds, Series 63, Valuation, GAAP"
CP0505,Finance - Financial Analyst,Finance,Financial Analyst,"Portfolio Management, Algorithmic Trading, Retirement Planning, FINRA, Series 7, Quantitative Analysis, Investment Management, Forecasting, Due Diligence, Mergers & Acquisitions, Credit Analysis, Budgeting"
CP0506,Computer Science - AI Research Scientist,Computer Science,AI Research Scientist,"Game Development, Machine Learning, Networking, Scikit-learn, Computer Vision, Mobile Development, RESTful APIs, Python, AWS, Agile, Windows Server, AR/VR, Angular, Data Analysis, Node.js, CSS"
CP0507,Finance - Financial Analyst,Finance,Financial Analyst,"GAAP, Excel, Portfolio Management, Due Diligence, Bloomberg Terminal, Mergers & Acquisitions, Derivatives, Regulatory Compliance, VBA, Accounting, Budgeting, Insurance Planning"
CP0508,Finance - Portfolio Manager,Finance,Portfolio Manager,"Retirement Planning, STATA, Financial Modeling, Credit Analysis, Wealth Management, Financial Statements, Regulatory Compliance, Bloomberg Terminal, Private Equity, Forecasting, Portfolio Management, Accounting, SAS, Due Diligence, Estate Planning, Fixed Income, VBA, Excel, Algorithmic Trading, IPOs"
CP0509,Marketing - Social Media Manager,Marketing,Social Media Manager,"Hootsuite, Video Marketing, Public Relations, Campaign Management, Conversion Rate Optimization, Marketing Metrics, SEO, Mailchimp, Mobile Marketing, Content Creation, Content Strategy, Customer Retention"
CP0510,Marketing - Social Media Manager,Marketing,Social Media Manager,"Marketo, Content Creation, SEM, Google Ads, Mailchimp, Conversion Rate Optimization, Marketing Metrics, Affiliate Marketing, Media Relations, Customer Segmentation"
CP0511,Computer Science - Game Developer,Computer Science,Game Developer,"System Design, Responsive Design, Functional Programming, Cloud Computing, Adobe XD, Scrum, Web Development, Machine Learning, Linux, GraphQL, Kotlin, Microservices, Unity, Docker"
CP0512,Marketing - Social Media Manager,Marketing,Social Media Manager,"Content Creation, Competitive Analysis, Conversion Rate Optimization, Adobe Creative Suite, Press Releases, Blogging, Customer Segmentation, A/B Testing, Illustrator, Event Marketing, Marketing Metrics, SEM, Canva, Social Media Strategy, Marketo"
CP0513,Finance - Portfolio Manager,Finance,Portfolio Manager,"Accounting, Due Diligence, Series 7, Valuation, Credit Analysis, Financial Analysis, STATA, Forecasting, Retirement Planning, Portfolio Management, Loan Underwriting, Insurance Planning"
CP0514,Healthcare - Mental Health Counselor,Healthcare,Mental Health Counselor,"Pathology, Vital Signs, Cardiology, Medical Records, Wound Care, Physiology, Patient Education, Medical Billing, Healthcare Management, Healthcare IT, Patient Care, Care Planning"
CP0515,Marketing - Market Research Analyst,Marketing,Market Research Analyst,"Conversion Rate Optimization, Mailchimp, Photoshop, Email Marketing, Blogging, Campaign Management, A/B Testing, Hootsuite, Video Marketing, SEO, Copywriting, Mobile Marketing, Buffer"
CP0516,Finance - Financial Advisor,Finance,Financial Advisor,"Regulatory Compliance, Excel, Forecasting, Budgeting, Python for Finance, Derivatives, Investment Management, IFRS, STATA, Hedge Funds, Tax Planning, SAS"
CP0517,Computer Science - Software Engineer,Computer Science,Software Engineer,"Ethical Hacking, Flask, Adobe XD, GraphQL, Git, Kubernetes, Penetration Testing, SQL, PyTorch, Microservices"
CP0518,Healthcare - Registered Nurse,Healthcare,Registered Nurse,"Clinical Trials, Pathology, HIPAA, CPT Codes, Vital Signs, Therapy, Epidemiology, Medical Billing, Sterilization, Mental Health, Care Planning, Medical Research, Diagnostic Testing, Surgical Procedures, Electronic Health Records, Healthcare Management, Geriatrics, Medication Administration"
CP0519,Finance - Investment Banker,Finance,Investment Banker,"Regulatory Compliance, Accounting, Bloomberg Terminal, Hedge Funds, IFRS, Tax Planning, Quantitative Analysis, VBA, GAAP, FINRA, Budgeting, Derivatives, Financial Statements, Algorithmic Trading, R Programming, Financial Analysis, Investment Management, Credit Analysis"
CP0520,Computer Science - Data Scientist,Computer Science,Data Scientist,"GraphQL, AWS, Swift, CSS, C++, System Design, Agile, Adobe XD, Spark, Scrum, JavaScript, Responsive Design, Java, React.js, Data Visualization, Android, Test-Driven Development, Vue.js, Microservices, AR/VR"
CP0521,Computer Science - Cybersecurity Analyst,Computer Science,Cybersecurity Analyst,"Security, Responsive Design, Scikit-learn, Flask, Android, C++, Windows Server, Django, UI Design, CI/CD, RESTful APIs, Game Development"
CP0522,Computer Science - Frontend Developer,Computer Science,Frontend Developer,"Cybersecurity, Vue.js, Adobe XD, Git, C#, Machine Learning, Flask, Node.js, Scikit-learn, Networking, TensorFlow, Responsive Design, GraphQL, React.js, Spark, Functional Programming"
CP0523,Healthcare - Healthcare Administrator,Healthcare,Healthcare Administrator,"Orthopedics, Diagnostic Testing, Medical Billing, Cardiology, Laboratory Procedures, Surgical Procedures, Healthcare IT, Patient Assessment, Health Policy, Vital Signs"
CP0524,Marketing - Campaign Manager,Marketing,Campaign Manager,"Social Media Strategy, Content Creation, Market Research, Brand Management, Buffer, Customer Retention, Product Positioning, Content Strategy, User Acquisition, Google Analytics, Affiliate Marketing, Illustrator, Campaign Management, Digital Marketing, Video Marketing, Conversion Rate Optimization, Press Releases, Marketing Metrics, Lead Generation, Email Marketing"
CP0525,Finance - Financial Advisor,Finance,Financial Advisor,"GAAP, Portfolio Management, Retirement Planning, CFA, Financial Modeling, Estate Planning, FINRA, SAS, Investment Management, Tax Planning, Quantitative Analysis, Mergers & Acquisitions, Credit Analysis, Fixed Income, Forecasting, Private Equity"
CP0526,Computer Science - Network Engineer,Computer Science,Network Engineer,"Machine Learning, Object-Oriented Programming, C#, Node.js, Java, Figma, Flask, React.js, Penetration Testing, NoSQL, TensorFlow, Agile"
CP0527,Finance - Compliance Officer,Finance,Compliance Officer,"Loan Underwriting, SAS, Equity Research, Portfolio Management, Wealth Management, GAAP, Mergers & Acquisitions, Credit Analysis, STATA, FINRA, Estate Planning, Financial Statements, Capital Markets, Hedge Funds, Series 63, VBA, Risk Assessment, Retirement Planning, Quantitative Analysis, Series 7"
CP0528,Finance - Risk Manager,Finance,Risk Manager,"Retirement Planning, Valuation, Financial Statements, R Programming, Due Diligence, Mergers & Acquisitions, Bloomberg Terminal, CFA, Loan Underwriting, Equity Research, STATA, Series 7"
CP0529,Marketing - Marketing Analyst,Marketing,Marketing Analyst,"A/B Testing, Campaign Management, User Acquisition, CRM, Social Media Strategy, Conversion Rate Optimization, Marketing ROI, SEO, WordPress, Content Creation"
CP0530,Healthcare - Physical Therapist,Healthcare,Physical Therapist,"Diagnostic Testing, Healthcare Management, Geriatrics, Electronic Health Records, Clinical Trials, Wound Care, Surgical Procedures, Rehabilitation, Medication Administration, Healthcare IT, Patient Care"
CP0531,Healthcare - Pharmacist,Healthcare,Pharmacist,"Oncology, Physiology, Healthcare Management, Diagnostic Testing, Epidemiology, Pathology, Healthcare Regulations, Patient Care, Medical Diagnosis, ICD-10, Medical Records, Medical Billing, Wound Care"
CP0532,Computer Science - Network Engineer,Computer Science,Network Engineer,"Unity, Data Analysis, UX Design, Microservices, Functional Programming, CSS, Security, AR/VR, Docker, Game Development, Data Visualization, JavaScript, PyTorch, Azure"
CP0533,Marketing - Marketing Director,Marketing,Marketing Director,"Campaign Management, Customer Retention, Marketing Metrics, SEM, Conversion Rate Optimization, Google Ads, Competitive Analysis, Blogging, Hootsuite, Marketing ROI, Adobe Creative Suite"
CP0534,Marketing - SEO Specialist,Marketing,SEO Specialist,"Blogging, Social Media Marketing, Adobe Creative Suite, Marketing Metrics, Google Ads, Buffer, A/B Testing, Photoshop, Social Media Strategy, Hootsuite, Marketing Automation, Product Positioning, Growth Hacking, Media Relations, Lead Generation, Campaign Management"
CP0535,Computer Science - Embedded Systems Developer,Computer Science,Embedded Systems Developer,"Docker, JavaScript, Hadoop, Git, iOS, Azure, Java, C#, Networking, Blockchain"
CP0536,Healthcare - Registered Nurse,Healthcare,Registered Nurse,"Public Health, Therapy, Treatment Planning, Healthcare Regulations, Physiology, Medical Diagnosis, Medical Coding, Cardiology, Healthcare IT, Sterilization, Wound Care, Care Planning"
CP0537,Healthcare - Dentist,Healthcare,Dentist,"Cardiology, Pediatrics, Emergency Medicine, CPT Codes, Medical Diagnosis, HIPAA, Sterilization, Surgical Procedures, Wellness, ICD-10"
CP0538,Computer Science - Full-Stack Developer,Computer Science,Full-Stack Developer,"Swift, Functional Programming, C++, Web Development, Test-Driven Development, UX Design, Mobile Development, TensorFlow, Flask, Adobe XD, Security, Express.js"
CP0539,Marketing - Social Media Manager,Marketing,Social Media Manager,"Illustrator, Google Ads, Customer Retention, A/B Testing, CRM, Influencer Marketing, Google Analytics, Social Media Marketing, Event Marketing, Photoshop, Mailchimp"
CP0540,Finance - Financial Advisor,Finance,Financial Advisor,"Bloomberg Terminal, Financial Modeling, Capital Markets, Excel, Quantitative Analysis, Risk Assessment, CFA, Valuation, Loan Underwriting, Wealth Management, Series 63"
CP0541,Marketing - Content Strategist,Marketing,Content Strategist,"Customer Retention, Public Relations, Video Marketing, Press Releases, Digital Marketing, SEO, Mailchimp, Marketing Analytics, Marketing Strategy, Growth Hacking, Canva, Customer Segmentation, Influencer Marketing, Photoshop, Mobile Marketing, Competitive Analysis, Media Relations, Illustrator, Adobe Creative Suite"
